56227,occ,,,4197,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56310,occ,,,4199,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56356,occ,,,4200,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56435,occ,,,4201,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56548,occ,,,4202,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56636,occ,,,4203,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56674,occ,,,4204,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56702,occ,,,4205,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56770,occ,,,4206,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56804,occ,,,4207,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
56962,occ,,,4213,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57003,occ,,,4214,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57044,occ,,,4215,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57331,occ,,,4223,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57394,occ,,,4225,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57593,occ,,,4230,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57668,occ,,,4231,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57702,occ,,,4232,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
57805,occ,,,4236,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,283
58279,occ,,,4246,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,283
58334,occ,,,4247,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,283
58433,occ,,,4248,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,281
58578,occ,,,4251,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,281
58729,occ,,,4254,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,283
58890,occ,,,4256,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,283
58927,occ,,,4257,Eutrephoceras,genus,13198,Maastrichtian,,72.1,66,283
59011,occ,,,4260,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,281
59825,occ,,,4276,Eutrephoceras,genus,13198,Early Maastrichtian,,70.6,66,283
59941,occ,,,4277,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,283
60094,occ,,,4279,Eutrephoceras,genus,13198,Early Maastrichtian,,70.6,66,283
62230,occ,,,4363,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
62263,occ,,,4364,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
62380,occ,,,4366,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
62546,occ,,,4368,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
62695,occ,,,4369,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
62921,occ,,,4371,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
63022,occ,,,4372,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
63228,occ,,,4375,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,281
63352,occ,,,4379,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,281
63393,occ,,,4380,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,281
63792,occ,,,4395,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
63843,occ,,,4399,Eutrephoceras perlatus,species,323842,Late Maastrichtian,,70.6,66,282
63915,occ,,,4401,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
63958,occ,,,4404,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
63986,occ,,,4410,Eutrephoceras planoventer,species,323587,Late Maastrichtian,,70.6,66,282
64025,occ,,,4412,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
64059,occ,,,4413,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,282
64100,occ,,,4414,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,282
64136,occ,,,4416,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
64288,occ,,,4427,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
64846,occ,,,4455,Eutrephoceras dekayi,species,122370,Late Maastrichtian,,70.6,66,282
65914,occ,,,4511,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
65985,occ,,,4517,Eutrephoceras,genus,13198,Late Maastrichtian,,70.6,66,282
66193,occ,,,4532,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,282
66232,occ,,,4536,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,282
66433,occ,,,4559,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,282
